video,inicio,fim,motivo
Jogo13_ICP_vs_FÚRIA_B.mp4,00:00:01,00:00:24,logo_tela
Jogo13_ICP_vs_FÚRIA_B.mp4,00:00:41,00:00:50,tempo_morto
Jogo13_ICP_vs_FÚRIA_B.mp4,00:00:58,00:01:10,tempo_morto
Jogo13_ICP_vs_FÚRIA_B.mp4,00:01:24,00:01:34,tempo_morto
Jogo13_ICP_vs_FÚRIA_B.mp4,00:01:47,00:01:52,tempo_morto
Jogo13_ICP_vs_FÚRIA_B.mp4,00:02:20,00:02:32,tempo_morto
Jogo13_ICP_vs_FÚRIA_B.mp4,00:03:23,00:05:05,lesao_jogador
Jogo13_ICP_vs_FÚRIA_B.mp4,00:05:22,00:05:30,tempo_morto
Jogo13_ICP_vs_FÚRIA_B.mp4,00:06:23,00:06:32,tempo_morto
Jogo13_ICP_vs_FÚRIA_B.mp4,00:06:51,00:06:53,tempo_morto
Jogo13_ICP_vs_FÚRIA_B.mp4,00:06:55,00:07:06,tempo_morto
Jogo13_ICP_vs_FÚRIA_B.mp4,00:07:45,00:07:54,tempo_morto
Jogo13_ICP_vs_FÚRIA_B.mp4,00:08:20,00:08:38,tempo_morto
Jogo13_ICP_vs_FÚRIA_B.mp4,00:08:52,00:09:10,tempo_morto
Jogo13_ICP_vs_FÚRIA_B.mp4,00:09:29,00:09:47,tempo_morto
Jogo13_ICP_vs_FÚRIA_B.mp4,00:09:59,00:10:09,tempo_morto
Jogo13_ICP_vs_FÚRIA_B.mp4,00:10:56,00:11:10,tempo_morto
Jogo13_ICP_vs_FÚRIA_B.mp4,00:11:39,00:11:55,tempo_morto
Jogo13_ICP_vs_FÚRIA_B.mp4,00:12:22,00:12:43,tempo_morto
Jogo13_ICP_vs_FÚRIA_B.mp4,00:13:03,00:13:15,tempo_morto
Jogo15_ICP_vs_FÚRIA.mp4,00:01:31,00:01:50,tempo_morto
Jogo15_ICP_vs_FÚRIA.mp4,00:02:11,00:02:22,tempo_morto
Jogo15_ICP_vs_FÚRIA.mp4,00:03:27,00:03:40,tempo_morto
Jogo15_ICP_vs_FÚRIA.mp4,00:04:03,00:04:18,tempo_morto
Jogo15_ICP_vs_FÚRIA.mp4,00:04:39,00:04:48,tempo_morto
Jogo15_ICP_vs_FÚRIA.mp4,00:05:18,00:05:28,tempo_morto
Jogo15_ICP_vs_FÚRIA.mp4,00:05:28,00:06:35,timeout
Jogo15_ICP_vs_FÚRIA.mp4,00:06:42,00:06:52,tempo_morto
Jogo15_ICP_vs_FÚRIA.mp4,00:07:04,00:07:20,tempo_morto
Jogo15_ICP_vs_FÚRIA.mp4,00:07:30,00:07:49,tempo_morto
Jogo15_ICP_vs_FÚRIA.mp4,00:07:54,00:07:57,tempo_morto
Jogo15_ICP_vs_FÚRIA.mp4,00:08:10,00:08:22,tempo_morto
Jogo15_ICP_vs_FÚRIA.mp4,00:08:27,00:08:44,tempo_morto
Jogo15_ICP_vs_FÚRIA.mp4,00:08:58,00:09:07,tempo_morto
Jogo15_ICP_vs_FÚRIA.mp4,00:09:13,00:09:29,tempo_morto
Jogo15_ICP_vs_FÚRIA.mp4,00:10:14,00:10:29,tempo_morto
Jogo15_ICP_vs_FÚRIA.mp4,00:10:31,00:10:52,tempo_morto
Jogo15_ICP_vs_FÚRIA.mp4,00:10:55,00:10:55,tempo_morto
Jogo15_ICP_vs_FÚRIA.mp4,00:11:26,00:11:41,tempo_morto
Jogo15_ICP_vs_FÚRIA.mp4,00:11:59,00:12:11,tempo_morto
Jogo15_ICP_vs_FÚRIA.mp4,00:12:24,00:12:29,tempo_morto
Jogo15_ICP_vs_FÚRIA.mp4,00:12:55,00:13:11,tempo_morto
Jogo15_ICP_vs_FÚRIA.mp4,00:13:59,00:14:28,tempo_morto
Jogo15_ICP_vs_FÚRIA.mp4,00:14:40,00:14:58,tempo_morto
Jogo15_ICP_vs_FÚRIA.mp4,00:15:08,00:15:14,tempo_morto
Jogo15_ICP_vs_FÚRIA.mp4,00:15:27,00:15:28,tempo_morto
Jogo16_GUARANI_vs_ICP.mp4,00:00:13,00:00:23,tempo_morto
Jogo16_GUARANI_vs_ICP.mp4,00:01:37,00:01:51,tempo_morto
Jogo16_GUARANI_vs_ICP.mp4,00:02:16,00:02:26,tempo_morto
Jogo16_GUARANI_vs_ICP.mp4,00:02:36,00:02:48,tempo_morto
Jogo16_GUARANI_vs_ICP.mp4,00:02:56,00:03:14,tempo_morto
Jogo16_GUARANI_vs_ICP.mp4,00:03:28,00:03:39,tempo_morto
Jogo16_GUARANI_vs_ICP.mp4,00:04:01,00:04:14,tempo_morto
Jogo16_GUARANI_vs_ICP.mp4,00:04:42,00:04:58,tempo_morto
Jogo16_GUARANI_vs_ICP.mp4,00:05:46,00:05:56,tempo_morto
Jogo16_GUARANI_vs_ICP.mp4,00:06:02,00:06:13,tempo_morto
Jogo16_GUARANI_vs_ICP.mp4,00:06:22,00:06:35,tempo_morto
Jogo16_GUARANI_vs_ICP.mp4,00:06:41,00:06:49,tempo_morto
Jogo16_GUARANI_vs_ICP.mp4,00:07:31,00:07:42,tempo_morto
Jogo16_GUARANI_vs_ICP.mp4,00:08:42,00:08:56,tempo_morto
Jogo16_GUARANI_vs_ICP.mp4,00:09:23,00:09:31,tempo_morto
Jogo16_GUARANI_vs_ICP.mp4,00:10:01,00:10:18,tempo_morto
Jogo4_MANIACOS_vs_GBA_KINGS.mp4,00:04:11,00:04:24,tempo_morto
Jogo4_MANIACOS_vs_GBA_KINGS.mp4,00:04:45,00:05:07,tempo_morto
Jogo4_MANIACOS_vs_GBA_KINGS.mp4,00:05:31,00:05:52,tempo_morto
Jogo4_MANIACOS_vs_GBA_KINGS.mp4,00:06:12,00:06:29,tempo_morto
Jogo4_MANIACOS_vs_GBA_KINGS.mp4,00:06:48,00:06:58,tempo_morto
Jogo4_MANIACOS_vs_GBA_KINGS.mp4,00:07:21,00:08:11,timeout
Jogo4_MANIACOS_vs_GBA_KINGS.mp4,00:08:24,00:08:31,tempo_morto
Jogo4_MANIACOS_vs_GBA_KINGS.mp4,00:08:35,00:08:41,tempo_morto
Jogo4_MANIACOS_vs_GBA_KINGS.mp4,00:08:56,00:09:10,tempo_morto
Jogo4_MANIACOS_vs_GBA_KINGS.mp4,00:09:29,00:09:36,tempo_morto
Jogo4_MANIACOS_vs_GBA_KINGS.mp4,00:09:42,00:09:46,tempo_morto
Jogo4_MANIACOS_vs_GBA_KINGS.mp4,00:09:49,00:09:58,tempo_morto
Jogo4_MANIACOS_vs_GBA_KINGS.mp4,00:10:09,00:10:13,tempo_morto
Jogo4_MANIACOS_vs_GBA_KINGS.mp4,00:10:35,00:10:46,tempo_morto
Jogo4_MANIACOS_vs_GBA_KINGS.mp4,00:11:20,00:11:32,tempo_morto
Jogo4_MANIACOS_vs_GBA_KINGS.mp4,00:11:44,00:11:52,tempo_morto
Jogo4_MANIACOS_vs_GBA_KINGS.mp4,00:11:59,00:12:09,tempo_morto
Jogo4_MANIACOS_vs_GBA_KINGS.mp4,00:12:27,00:12:41,tempo_morto
Jogo4_MANIACOS_vs_GBA_KINGS.mp4,00:13:06,00:13:20,tempo_morto
Jogo4_MANIACOS_vs_GBA_KINGS.mp4,00:13:26,00:13:39,tempo_morto
Jogo4_MANIACOS_vs_GBA_KINGS.mp4,00:13:53,00:14:04,tempo_morto
Jogo4_MANIACOS_vs_GBA_KINGS.mp4,00:14:11,00:15:03,timeout
Jogo4_MANIACOS_vs_GBA_KINGS.mp4,00:15:12,00:15:22,tempo_morto
Jogo4_MANIACOS_vs_GBA_KINGS.mp4,00:15:29,00:15:49,tempo_morto
Jogo4_MANIACOS_vs_GBA_KINGS.mp4,00:16:14,00:16:27,tempo_morto
Jogo4_MANIACOS_vs_GBA_KINGS.mp4,00:16:52,00:17:09,tempo_morto
Jogo4_MANIACOS_vs_GBA_KINGS.mp4,00:17:47,00:17:58,tempo_morto
Jogo4_MANIACOS_vs_GBA_KINGS.mp4,00:18:31,00:18:37,tempo_morto
Jogo4_MANIACOS_vs_GBA_KINGS.mp4,00:19:26,00:19:37,tempo_morto
Jogo4_MANIACOS_vs_GBA_KINGS.mp4,00:19:46,00:19:56,tempo_morto
