video,inicio,fim,motivo
Jogo11_IMPERIAL_vs_MNC.mp4,00:13:08,00:13:20,bola_sai_de_quadra
Jogo11_IMPERIAL_vs_MNC.mp4,00:13:26,00:14:37,timeout
Jogo11_IMPERIAL_vs_MNC.mp4,00:15:11,00:15:19,bola_sai_de_quadra
Jogo11_IMPERIAL_vs_MNC.mp4,00:16:15,00:16:28,andada
Jogo11_IMPERIAL_vs_MNC.mp4,00:16:40,00:16:47,falta_arremesso
Jogo11_IMPERIAL_vs_MNC.mp4,00:17:10,00:17:17,indefinido
Jogo11_IMPERIAL_vs_MNC.mp4,00:17:59,00:18:07,bola_sai_de_quadra
Jogo11_IMPERIAL_vs_MNC.mp4,00:18:14,00:18:21,andada
Jogo12_OLIMPO_vs_MANÍACOS.mp4,00:00:13,00:00:24,bola_sai_de_quadra
Jogo12_OLIMPO_vs_MANÍACOS.mp4,00:00:50,00:01:01,andada
Jogo12_OLIMPO_vs_MANÍACOS.mp4,00:01:10,00:01:18,andada
Jogo12_OLIMPO_vs_MANÍACOS.mp4,00:01:24,00:01:36,falta_arremesso
Jogo12_OLIMPO_vs_MANÍACOS.mp4,00:01:40,00:01:47,violacao_lance_livre
Jogo12_OLIMPO_vs_MANÍACOS.mp4,00:02:08,00:02:37,falta_arremesso
Jogo12_OLIMPO_vs_MANÍACOS.mp4,00:03:46,00:04:00,andada
Jogo12_OLIMPO_vs_MANÍACOS.mp4,00:04:08,00:04:16,bola_sai_de_quadra
Jogo12_OLIMPO_vs_MANÍACOS.mp4,00:04:29,00:04:57,bola_sai_de_quadra
Jogo12_OLIMPO_vs_MANÍACOS.mp4,00:05:12,00:05:42,bola_sai_de_quadra
Jogo12_OLIMPO_vs_MANÍACOS.mp4,00:05:42,00:05:50,andada
Jogo12_OLIMPO_vs_MANÍACOS.mp4,00:07:01,00:07:12,falta
Jogo12_OLIMPO_vs_MANÍACOS.mp4,00:07:24,00:07:34,falta_arremesso
Jogo12_OLIMPO_vs_MANÍACOS.mp4,00:08:06,00:08:19,falta
Jogo12_OLIMPO_vs_MANÍACOS.mp4,00:08:28,00:09:28,timeout
Jogo12_OLIMPO_vs_MANÍACOS.mp4,00:10:35,00:10:47,bola_sai_de_quadra
Jogo12_OLIMPO_vs_MANÍACOS.mp4,00:11:11,00:11:19,andada
Jogo12_OLIMPO_vs_MANÍACOS.mp4,00:11:47,00:11:56,bola_sai_de_quadra
Jogo12_OLIMPO_vs_MANÍACOS.mp4,00:12:06,00:12:15,falta
Jogo12_OLIMPO_vs_MANÍACOS.mp4,00:12:19,00:12:33,bola_sai_de_quadra
Jogo13_ICP_vs_FÚRIA_B.mp4,00:00:42,00:00:50,bola_sai_de_quadra
Jogo13_ICP_vs_FÚRIA_B.mp4,00:00:58,00:01:09,indefinido
Jogo13_ICP_vs_FÚRIA_B.mp4,00:01:25,00:01:35,falta_arremesso
Jogo13_ICP_vs_FÚRIA_B.mp4,00:01:47,00:01:51,andada
Jogo13_ICP_vs_FÚRIA_B.mp4,00:02:21,00:02:31,lesao_jogador
Jogo13_ICP_vs_FÚRIA_B.mp4,00:03:23,00:05:03,lesao_jogador
Jogo13_ICP_vs_FÚRIA_B.mp4,00:05:20,00:05:29,bola_sai_de_quadra
Jogo13_ICP_vs_FÚRIA_B.mp4,00:06:20,00:06:32,bola_sai_de_quadra
Jogo13_ICP_vs_FÚRIA_B.mp4,00:06:55,00:07:46,indefinido
Jogo13_ICP_vs_FÚRIA_B.mp4,00:08:21,00:08:34,falta_arremesso
Jogo13_ICP_vs_FÚRIA_B.mp4,00:08:50,00:09:02,bola_sai_de_quadra
Jogo13_ICP_vs_FÚRIA_B.mp4,00:09:29,00:09:47,bola_sai_de_quadra
Jogo13_ICP_vs_FÚRIA_B.mp4,00:10:03,00:10:10,indefinido
Jogo13_ICP_vs_FÚRIA_B.mp4,00:10:54,00:11:07,bola_sai_de_quadra
Jogo13_ICP_vs_FÚRIA_B.mp4,00:11:39,00:11:49,dois_dribles
Jogo13_ICP_vs_FÚRIA_B.mp4,00:12:24,00:12:43,falta
Jogo13_ICP_vs_FÚRIA_B.mp4,00:13:03,00:13:15,bola_sai_de_quadra
Jogo14_GUARANI_vs_GUARANI_B.mp4,00:00:20,00:00:28,falta_arremesso
Jogo14_GUARANI_vs_GUARANI_B.mp4,00:01:01,00:01:09,bola_sai_de_quadra
Jogo14_GUARANI_vs_GUARANI_B.mp4,00:01:17,00:01:29,falta_arremesso
Jogo14_GUARANI_vs_GUARANI_B.mp4,00:01:37,00:01:42,violacao_lance_livre
Jogo14_GUARANI_vs_GUARANI_B.mp4,00:02:02,00:02:09,bola_sai_de_quadra
Jogo14_GUARANI_vs_GUARANI_B.mp4,00:02:49,00:03:02,bola_sai_de_quadra
Jogo14_GUARANI_vs_GUARANI_B.mp4,00:03:26,00:03:37,falta_arremesso
Jogo14_GUARANI_vs_GUARANI_B.mp4,00:03:56,00:04:07,bola_sai_de_quadra
Jogo14_GUARANI_vs_GUARANI_B.mp4,00:04:56,00:05:05,falta
Jogo14_GUARANI_vs_GUARANI_B.mp4,00:05:26,00:05:37,falta_arremesso
Jogo14_GUARANI_vs_GUARANI_B.mp4,00:06:00,00:07:11,timeout
Jogo14_GUARANI_vs_GUARANI_B.mp4,00:07:26,00:07:34,falta_arremesso
Jogo14_GUARANI_vs_GUARANI_B.mp4,00:09:04,00:09:15,bola_sai_de_quadra
Jogo14_GUARANI_vs_GUARANI_B.mp4,00:10:00,00:10:09,bola_sai_de_quadra
Jogo14_GUARANI_vs_GUARANI_B.mp4,00:10:31,00:10:39,andada
Jogo15_ICP_vs_FÚRIA.mp4,00:01:26,00:01:47,falta_arremesso
Jogo15_ICP_vs_FÚRIA.mp4,00:02:09,00:02:20,andada
Jogo15_ICP_vs_FÚRIA.mp4,00:03:27,00:03:35,bola_sai_de_quadra
Jogo15_ICP_vs_FÚRIA.mp4,00:04:03,00:04:18,bola_sai_de_quadra
Jogo15_ICP_vs_FÚRIA.mp4,00:04:38,00:04:44,falta
Jogo15_ICP_vs_FÚRIA.mp4,00:05:17,00:06:35,timeout
Jogo15_ICP_vs_FÚRIA.mp4,00:06:44,00:06:47,falta
Jogo15_ICP_vs_FÚRIA.mp4,00:07:06,00:07:21,bola_sai_de_quadra
Jogo15_ICP_vs_FÚRIA.mp4,00:07:32,00:07:47,bola_sai_de_quadra
Jogo15_ICP_vs_FÚRIA.mp4,00:08:10,00:08:45,falta
Jogo15_ICP_vs_FÚRIA.mp4,00:08:57,00:09:05,bola_sai_de_quadra
Jogo15_ICP_vs_FÚRIA.mp4,00:09:14,00:09:27,falta_arremesso
Jogo15_ICP_vs_FÚRIA.mp4,00:10:14,00:10:28,bola_sai_de_quadra
Jogo15_ICP_vs_FÚRIA.mp4,00:10:31,00:10:43,limpeza_quadra
Jogo15_ICP_vs_FÚRIA.mp4,00:11:26,00:11:40,tempo_de_posse
Jogo15_ICP_vs_FÚRIA.mp4,00:12:00,00:12:11,andada
Jogo15_ICP_vs_FÚRIA.mp4,00:12:25,00:12:28,bola_sai_de_quadra
Jogo15_ICP_vs_FÚRIA.mp4,00:12:55,00:13:08,falta_arremesso
Jogo15_ICP_vs_FÚRIA.mp4,00:13:56,00:14:34,falta_arremesso
Jogo15_ICP_vs_FÚRIA.mp4,00:14:40,00:14:57,falta
Jogo15_ICP_vs_FÚRIA.mp4,00:15:08,00:15:13,intervalo_lances_livres
Jogo15_ICP_vs_FÚRIA.mp4,00:15:27,00:15:28,fim_de_jogo
Jogo16_GUARANI_vs_ICP.mp4,00:00:13,00:00:22,falta
Jogo16_GUARANI_vs_ICP.mp4,00:01:36,00:01:49,bola_sai_de_quadra
Jogo16_GUARANI_vs_ICP.mp4,00:02:15,00:02:25,indefinido
Jogo16_GUARANI_vs_ICP.mp4,00:02:36,00:02:48,bola_sai_de_quadra
Jogo16_GUARANI_vs_ICP.mp4,00:02:56,00:03:14,bola_sai_de_quadra
Jogo16_GUARANI_vs_ICP.mp4,00:03:28,00:03:38,bola_no_pe
Jogo16_GUARANI_vs_ICP.mp4,00:04:01,00:04:14,bola_sai_de_quadra
Jogo16_GUARANI_vs_ICP.mp4,00:04:44,00:04:57,indefinido
Jogo16_GUARANI_vs_ICP.mp4,00:05:48,00:05:50,falta
Jogo16_GUARANI_vs_ICP.mp4,00:05:52,00:06:00,tempo_de_posse
Jogo16_GUARANI_vs_ICP.mp4,00:06:13,00:06:23,falta_arremesso
Jogo16_GUARANI_vs_ICP.mp4,00:06:34,00:06:44,falta_arremesso
Jogo16_GUARANI_vs_ICP.mp4,00:07:33,00:07:41,falta_arremesso
Jogo16_GUARANI_vs_ICP.mp4,00:08:41,00:08:52,bola_sai_de_quadra
Jogo16_GUARANI_vs_ICP.mp4,00:09:21,00:09:32,falta
Jogo16_GUARANI_vs_ICP.mp4,00:09:34,00:09:40,bola_sai_de_quadra
Jogo16_GUARANI_vs_ICP.mp4,00:10:00,00:10:14,falta_ataque
