video,inicio,fim,motivo
Jogo2_GUARANI_vs_FÚRIA_B.mp4,00:07:43,00:07:55,falta
Jogo2_GUARANI_vs_FÚRIA_B.mp4,00:08:22,00:08:31,falta
Jogo3_FÚRIA_vs_ABPB.mp4,00:00:00,00:00:15,indefinido
Jogo3_FÚRIA_vs_ABPB.mp4,00:00:27,00:00:38,bola_sai_de_quadra
Jogo3_FÚRIA_vs_ABPB.mp4,00:00:43,00:00:54,bola_sai_de_quadra
Jogo3_FÚRIA_vs_ABPB.mp4,00:01:31,00:01:42,bola_sai_de_quadra
Jogo3_FÚRIA_vs_ABPB.mp4,00:01:47,00:01:56,bola_sai_de_quadra
Jogo3_FÚRIA_vs_ABPB.mp4,00:02:10,00:02:35,falta_arremesso
Jogo3_FÚRIA_vs_ABPB.mp4,00:02:50,00:02:59,bola_sai_de_quadra
Jogo3_FÚRIA_vs_ABPB.mp4,00:03:11,00:03:23,falta_arremesso
Jogo3_FÚRIA_vs_ABPB.mp4,00:03:30,00:03:44,bola_sai_de_quadra
Jogo3_FÚRIA_vs_ABPB.mp4,00:04:31,00:04:47,falta
Jogo3_FÚRIA_vs_ABPB.mp4,00:04:51,00:05:04,falta_arremesso
Jogo3_FÚRIA_vs_ABPB.mp4,00:05:28,00:05:39,falta
Jogo3_FÚRIA_vs_ABPB.mp4,00:05:42,00:05:52,bola_sai_de_quadra
Jogo3_FÚRIA_vs_ABPB.mp4,00:06:03,00:06:15,andada
Jogo3_FÚRIA_vs_ABPB.mp4,00:06:25,00:06:43,bola_sai_de_quadra
Jogo3_FÚRIA_vs_ABPB.mp4,00:07:03,00:07:13,bola_sai_de_quadra
Jogo3_FÚRIA_vs_ABPB.mp4,00:07:19,00:07:39,falta_arremesso
Jogo3_FÚRIA_vs_ABPB.mp4,00:08:37,00:08:57,falta_arremesso
Jogo3_FÚRIA_vs_ABPB.mp4,00:09:13,00:09:33,falta_arremesso
Jogo3_FÚRIA_vs_ABPB.mp4,00:10:05,00:10:22,falta_arremesso
Jogo3_FÚRIA_vs_ABPB.mp4,00:10:31,00:10:47,bola_sai_de_quadra
Jogo3_FÚRIA_vs_ABPB.mp4,00:10:59,00:11:18,bola_sai_de_quadra
Jogo3_FÚRIA_vs_ABPB.mp4,00:11:28,00:11:43,andada
Jogo3_FÚRIA_vs_ABPB.mp4,00:11:47,00:11:54,bola_sai_de_quadra
Jogo3_FÚRIA_vs_ABPB.mp4,00:11:59,00:12:10,bola_sai_de_quadra
Jogo3_FÚRIA_vs_ABPB.mp4,00:12:32,00:12:53,falta_arremesso
Jogo3_FÚRIA_vs_ABPB.mp4,00:14:12,00:14:40,falta_arremesso
Jogo3_FÚRIA_vs_ABPB.mp4,00:14:51,00:14:56,falta_arremesso
Jogo3_FÚRIA_vs_ABPB.mp4,00:15:02,00:15:12,bola_sai_de_quadra
Jogo3_FÚRIA_vs_ABPB.mp4,00:15:24,00:15:36,bola_sai_de_quadra
Jogo3_FÚRIA_vs_ABPB.mp4,00:15:50,00:16:04,bola_sai_de_quadra
Jogo3_FÚRIA_vs_ABPB.mp4,00:16:49,00:18:26,timeout
Jogo3_FÚRIA_vs_ABPB.mp4,00:18:35,00:18:50,falta
Jogo3_FÚRIA_vs_ABPB.mp4,00:19:15,00:19:24,bola_sai_de_quadra
Jogo4_GUARANI_vs_JICS.mp4,00:00:18,00:00:48,falta
Jogo4_GUARANI_vs_JICS.mp4,00:00:52,00:00:58,falta
Jogo4_GUARANI_vs_JICS.mp4,00:01:33,00:01:51,falta
Jogo4_GUARANI_vs_JICS.mp4,00:02:17,00:02:39,bola_sai_de_quadra
Jogo4_GUARANI_vs_JICS.mp4,00:02:48,00:02:56,bola_sai_de_quadra
Jogo4_GUARANI_vs_JICS.mp4,00:03:23,00:03:34,falta
Jogo4_GUARANI_vs_JICS.mp4,00:04:00,00:04:10,bola_sai_de_quadra
Jogo4_GUARANI_vs_JICS.mp4,00:04:14,00:04:22,bola_sai_de_quadra
Jogo4_GUARANI_vs_JICS.mp4,00:04:36,00:04:56,falta
Jogo4_GUARANI_vs_JICS.mp4,00:05:19,00:05:33,bola_sai_de_quadra
Jogo4_GUARANI_vs_JICS.mp4,00:06:55,00:08:17,timeout
Jogo4_GUARANI_vs_JICS.mp4,00:08:23,00:08:35,bola_sai_de_quadra
Jogo4_GUARANI_vs_JICS.mp4,00:08:46,00:09:03,bola_sai_de_quadra
Jogo4_GUARANI_vs_JICS.mp4,00:09:23,00:09:33,bola_sai_de_quadra
Jogo4_GUARANI_vs_JICS.mp4,00:09:46,00:10:08,falta_arremesso
Jogo4_GUARANI_vs_JICS.mp4,00:10:19,00:10:43,falta
Jogo4_GUARANI_vs_JICS.mp4,00:11:08,00:11:22,falta_arremesso
Jogo4_GUARANI_vs_JICS.mp4,00:11:33,00:11:44,falta
Jogo4_GUARANI_vs_JICS.mp4,00:11:54,00:12:12,falta_arremesso
Jogo4_GUARANI_vs_JICS.mp4,00:12:45,00:13:02,falta
Jogo4_GUARANI_vs_JICS.mp4,00:13:13,00:13:28,falta
Jogo4_GUARANI_vs_JICS.mp4,00:13:41,00:13:52,falta_arremesso
Jogo4_GUARANI_vs_JICS.mp4,00:15:22,00:15:47,falta_arremesso
Jogo4_GUARANI_vs_JICS.mp4,00:16:10,00:16:36,falta
Jogo4_GUARANI_vs_JICS.mp4,00:16:53,00:17:07,bola_sai_de_quadra
